gene_id,token_id,gene_name,nonzero_median,gene_version_x,gene_biotype_x,Chromosome_x,Start_x,End_x,scenic_tf,gene_version_y,gene_biotype_y,Chromosome_y,Start_y,End_y,gene_version,gene_biotype,Chromosome,Start,End
ENSG00000112039,3984,FANCE,1.2820538997898971,6.0,protein_coding,6,35452337.0,35467104.0,False,6.0,protein_coding,6,35452337.0,35467104.0,6.0,protein_coding,6,35452337.0,35467104.0
ENSG00000112041,3985,TULP1,6.257151029302471,13.0,protein_coding,6,35497873.0,35512896.0,True,13.0,protein_coding,6,35497873.0,35512896.0,13.0,protein_coding,6,35497873.0,35512896.0
ENSG00000112053,3986,SLC26A8,3.6639297010168668,14.0,protein_coding,6,35943515.0,36024868.0,False,14.0,protein_coding,6,35943515.0,36024868.0,14.0,protein_coding,6,35943515.0,36024868.0
ENSG00000112062,3987,MAPK14,2.859093723520598,11.0,protein_coding,6,36027676.0,36111236.0,False,11.0,protein_coding,6,36027676.0,36111236.0,11.0,protein_coding,6,36027676.0,36111236.0
ENSG00000112077,3988,RHAG,3.068302089008651,18.0,protein_coding,6,49605174.0,49636839.0,False,18.0,protein_coding,6,49605174.0,49636839.0,18.0,protein_coding,6,49605174.0,49636839.0
ENSG00000112078,3989,KCTD20,2.352407498458103,14.0,protein_coding,6,36442766.0,36491143.0,False,14.0,protein_coding,6,36442766.0,36491143.0,14.0,protein_coding,6,36442766.0,36491143.0
ENSG00000112079,3990,STK38,3.015972712717727,9.0,protein_coding,6,36493891.0,36547479.0,False,9.0,protein_coding,6,36493891.0,36547479.0,9.0,protein_coding,6,36493891.0,36547479.0
ENSG00000112081,3991,SRSF3,4.977589272314094,17.0,protein_coding,6,36594352.0,36605600.0,False,17.0,protein_coding,6,36594352.0,36605600.0,17.0,protein_coding,6,36594352.0,36605600.0
ENSG00000112096,3992,,4.859403473866988,19.0,protein_coding,6,159669068.0,159762529.0,False,19.0,protein_coding,6,159669068.0,159762529.0,19.0,protein_coding,6,159669068.0,159762529.0
ENSG00000112110,3993,MRPL18,2.360091389379687,10.0,protein_coding,6,159789811.0,159798436.0,False,10.0,protein_coding,6,159789811.0,159798436.0,10.0,protein_coding,6,159789811.0,159798436.0
ENSG00000112115,3994,IL17A,2.3594135809417476,7.0,protein_coding,6,52186374.0,52190638.0,False,7.0,protein_coding,6,52186374.0,52190638.0,7.0,protein_coding,6,52186374.0,52190638.0
ENSG00000112116,3995,IL17F,2.300871647791489,11.0,protein_coding,6,52236680.0,52245689.0,False,11.0,protein_coding,6,52236680.0,52245689.0,11.0,protein_coding,6,52236680.0,52245689.0
ENSG00000112118,3996,MCM3,2.217336253539484,20.0,protein_coding,6,52264013.0,52284881.0,False,20.0,protein_coding,6,52264013.0,52284881.0,20.0,protein_coding,6,52264013.0,52284881.0
ENSG00000112130,3997,RNF8,1.9253120967985498,17.0,protein_coding,6,37353978.0,37394734.0,False,17.0,protein_coding,6,37353978.0,37394734.0,17.0,protein_coding,6,37353978.0,37394734.0
ENSG00000112137,3998,PHACTR1,11.182742384843163,19.0,protein_coding,6,12716311.0,13290446.0,False,19.0,protein_coding,6,12716311.0,13290446.0,19.0,protein_coding,6,12716311.0,13290446.0
ENSG00000112139,3999,MDGA1,5.171776426787922,17.0,protein_coding,6,37630678.0,37699306.0,False,17.0,protein_coding,6,37630678.0,37699306.0,17.0,protein_coding,6,37630678.0,37699306.0
ENSG00000112144,4000,CILK1,2.822939206951407,16.0,protein_coding,6,53001278.0,53061824.0,False,16.0,protein_coding,6,53001278.0,53061824.0,16.0,protein_coding,6,53001278.0,53061824.0
ENSG00000112146,4001,FBXO9,2.4547720816014604,17.0,protein_coding,6,53051990.0,53100873.0,False,17.0,protein_coding,6,53051990.0,53100873.0,17.0,protein_coding,6,53051990.0,53100873.0
ENSG00000112149,4002,CD83,4.143501673281909,10.0,protein_coding,6,14117255.0,14136918.0,False,10.0,protein_coding,6,14117255.0,14136918.0,10.0,protein_coding,6,14117255.0,14136918.0
ENSG00000112159,4003,MDN1,3.0026941187884093,13.0,protein_coding,6,89642497.0,89819794.0,False,13.0,protein_coding,6,89642497.0,89819794.0,13.0,protein_coding,6,89642497.0,89819794.0
ENSG00000112164,4004,GLP1R,4.4957983459298285,6.0,protein_coding,6,39048780.0,39091303.0,False,6.0,protein_coding,6,39048780.0,39091303.0,6.0,protein_coding,6,39048780.0,39091303.0
ENSG00000112167,4005,SAYSD1,1.6938654695494177,10.0,protein_coding,6,39104062.0,39115186.0,False,10.0,protein_coding,6,39104062.0,39115186.0,10.0,protein_coding,6,39104062.0,39115186.0
ENSG00000112175,4006,BMP5,7.0656003645628545,8.0,protein_coding,6,55753652.0,55875590.0,False,8.0,protein_coding,6,55753652.0,55875590.0,8.0,protein_coding,6,55753652.0,55875590.0
ENSG00000112182,4007,BACH2,8.70012412791265,16.0,protein_coding,6,89926527.0,90296843.0,True,16.0,protein_coding,6,89926527.0,90296843.0,16.0,protein_coding,6,89926527.0,90296843.0
ENSG00000112183,4008,RBM24,4.807986815169199,15.0,protein_coding,6,17281360.0,17293871.0,False,15.0,protein_coding,6,17281360.0,17293871.0,15.0,protein_coding,6,17281360.0,17293871.0
ENSG00000112186,4009,CAP2,5.862304690784414,13.0,protein_coding,6,17393594.0,17557780.0,False,13.0,protein_coding,6,17393594.0,17557780.0,13.0,protein_coding,6,17393594.0,17557780.0
ENSG00000112195,4010,TREML2,2.126524364278104,9.0,protein_coding,6,41189748.0,41201149.0,False,9.0,protein_coding,6,41189748.0,41201149.0,9.0,protein_coding,6,41189748.0,41201149.0
ENSG00000112200,4011,ZNF451,2.803894455360922,17.0,protein_coding,6,57086843.0,57170305.0,True,17.0,protein_coding,6,57086843.0,57170305.0,17.0,protein_coding,6,57086843.0,57170305.0
ENSG00000112208,4012,BAG2,1.7956278799712717,11.0,protein_coding,6,57172325.0,57189833.0,False,11.0,protein_coding,6,57172325.0,57189833.0,11.0,protein_coding,6,57172325.0,57189833.0
ENSG00000112210,4013,RAB23,2.2374667957374865,12.0,protein_coding,6,57186991.0,57222307.0,False,12.0,protein_coding,6,57186991.0,57222307.0,12.0,protein_coding,6,57186991.0,57222307.0
ENSG00000112212,4014,TSPO2,2.7042187583570962,12.0,protein_coding,6,41042466.0,41044337.0,False,12.0,protein_coding,6,41042466.0,41044337.0,12.0,protein_coding,6,41042466.0,41044337.0
ENSG00000112214,4015,FHL5,17.939164247016723,11.0,protein_coding,6,96562547.0,96618626.0,False,11.0,protein_coding,6,96562547.0,96618626.0,11.0,protein_coding,6,96562547.0,96618626.0
ENSG00000112218,4016,GPR63,3.377818851032562,9.0,protein_coding,6,96794124.0,96837477.0,False,9.0,protein_coding,6,96794124.0,96837477.0,9.0,protein_coding,6,96794124.0,96837477.0
ENSG00000112232,4017,KHDRBS2,14.029895135843178,10.0,protein_coding,6,61679960.0,62286225.0,False,10.0,protein_coding,6,61679960.0,62286225.0,10.0,protein_coding,6,61679960.0,62286225.0
ENSG00000112234,4018,FBXL4,3.426885106671267,9.0,protein_coding,6,98868534.0,98948006.0,False,9.0,protein_coding,6,98868534.0,98948006.0,9.0,protein_coding,6,98868534.0,98948006.0
ENSG00000112237,4019,CCNC,2.3195834181847212,13.0,protein_coding,6,99542386.0,99568825.0,False,13.0,protein_coding,6,99542386.0,99568825.0,13.0,protein_coding,6,99542386.0,99568825.0
ENSG00000112238,4020,PRDM13,5.392424183909931,12.0,protein_coding,6,99606773.0,99615578.0,True,12.0,protein_coding,6,99606773.0,99615578.0,12.0,protein_coding,6,99606773.0,99615578.0
ENSG00000112242,4021,E2F3,2.432152170806585,16.0,protein_coding,6,20401878.0,20493714.0,True,16.0,protein_coding,6,20401878.0,20493714.0,16.0,protein_coding,6,20401878.0,20493714.0
ENSG00000112245,4022,PTP4A1,2.453061088480405,13.0,protein_coding,6,63521745.0,63583588.0,False,13.0,protein_coding,6,63521745.0,63583588.0,13.0,protein_coding,6,63521745.0,63583588.0
ENSG00000112246,4023,SIM1,3.3170772574838634,10.0,protein_coding,6,100385008.0,100464921.0,False,10.0,protein_coding,6,100385008.0,100464921.0,10.0,protein_coding,6,100385008.0,100464921.0
ENSG00000112249,4024,ASCC3,3.34167934780896,14.0,protein_coding,6,100508193.0,100881372.0,False,14.0,protein_coding,6,100508193.0,100881372.0,14.0,protein_coding,6,100508193.0,100881372.0
ENSG00000112273,4025,HDGFL1,10.908852421749444,7.0,protein_coding,6,22569565.0,22571666.0,False,7.0,protein_coding,6,22569565.0,22571666.0,7.0,protein_coding,6,22569565.0,22571666.0
ENSG00000112276,4026,BVES,3.119394345593351,14.0,protein_coding,6,105096821.0,105137157.0,False,14.0,protein_coding,6,105096821.0,105137157.0,14.0,protein_coding,6,105096821.0,105137157.0
ENSG00000112280,4027,COL9A1,4.417531194659506,18.0,protein_coding,6,70216039.0,70303084.0,False,18.0,protein_coding,6,70216039.0,70303084.0,18.0,protein_coding,6,70216039.0,70303084.0
ENSG00000112282,4028,MED23,2.865167024858982,18.0,protein_coding,6,131573965.0,131628242.0,False,18.0,protein_coding,6,131573965.0,131628242.0,18.0,protein_coding,6,131573965.0,131628242.0
ENSG00000112290,4029,WASF1,4.802207284725322,13.0,protein_coding,6,110099818.0,110180004.0,False,13.0,protein_coding,6,110099818.0,110180004.0,13.0,protein_coding,6,110099818.0,110180004.0
ENSG00000112293,4030,GPLD1,3.6424510843171474,15.0,protein_coding,6,24424564.0,24495205.0,False,15.0,protein_coding,6,24424564.0,24495205.0,15.0,protein_coding,6,24424564.0,24495205.0
ENSG00000112294,4031,ALDH5A1,2.562417282340957,14.0,protein_coding,6,24494866.0,24537207.0,False,14.0,protein_coding,6,24494866.0,24537207.0,14.0,protein_coding,6,24494866.0,24537207.0
ENSG00000112297,4032,CRYBG1,2.69004198875871,18.0,protein_coding,6,106360716.0,106572017.0,False,18.0,protein_coding,6,106360716.0,106572017.0,18.0,protein_coding,6,106360716.0,106572017.0
ENSG00000112299,4033,VNN1,1.925316824228424,8.0,protein_coding,6,132680848.0,132714055.0,False,8.0,protein_coding,6,132680848.0,132714055.0,8.0,protein_coding,6,132680848.0,132714055.0
ENSG00000112303,4034,VNN2,2.562159106253542,14.0,protein_coding,6,132743869.0,132763459.0,False,14.0,protein_coding,6,132743869.0,132763459.0,14.0,protein_coding,6,132743869.0,132763459.0
ENSG00000112304,4035,ACOT13,1.856668743473093,11.0,protein_coding,6,24667034.0,24705065.0,False,11.0,protein_coding,6,24667034.0,24705065.0,11.0,protein_coding,6,24667034.0,24705065.0
ENSG00000112305,4036,SMAP1,2.675257500052461,15.0,protein_coding,6,70667775.0,70862011.0,False,15.0,protein_coding,6,70667775.0,70862011.0,15.0,protein_coding,6,70667775.0,70862011.0
ENSG00000112306,4037,RPS12,58.348798034260206,8.0,protein_coding,6,132814568.0,132817564.0,False,8.0,protein_coding,6,132814568.0,132817564.0,8.0,protein_coding,6,132814568.0,132817564.0
ENSG00000112308,4038,C6orf62,2.7981490518802206,13.0,protein_coding,6,24704860.0,24719998.0,False,13.0,protein_coding,6,24704860.0,24719998.0,13.0,protein_coding,6,24704860.0,24719998.0
ENSG00000112309,4039,B3GAT2,3.117614892093165,11.0,protein_coding,6,70856678.0,70957060.0,False,11.0,protein_coding,6,70856678.0,70957060.0,11.0,protein_coding,6,70856678.0,70957060.0
ENSG00000112312,4040,GMNN,2.0928764853609767,10.0,protein_coding,6,24774930.0,24786099.0,False,10.0,protein_coding,6,24774930.0,24786099.0,10.0,protein_coding,6,24774930.0,24786099.0
ENSG00000112319,4041,EYA4,5.216746432366673,20.0,protein_coding,6,133240513.0,133532128.0,False,20.0,protein_coding,6,133240513.0,133532128.0,20.0,protein_coding,6,133240513.0,133532128.0
ENSG00000112320,4042,SOBP,9.439710731319737,12.0,protein_coding,6,107490105.0,107661306.0,False,12.0,protein_coding,6,107490105.0,107661306.0,12.0,protein_coding,6,107490105.0,107661306.0
ENSG00000112333,4043,NR2E1,3.2758152541166243,12.0,protein_coding,6,108166021.0,108188805.0,True,12.0,protein_coding,6,108166021.0,108188805.0,12.0,protein_coding,6,108166021.0,108188805.0
ENSG00000112335,4044,SNX3,4.140552359661951,15.0,protein_coding,6,108211221.0,108261246.0,False,15.0,protein_coding,6,108211221.0,108261246.0,15.0,protein_coding,6,108211221.0,108261246.0
ENSG00000112337,4045,SLC17A2,7.186194009781952,11.0,protein_coding,6,25912753.0,25930691.0,False,11.0,protein_coding,6,25912753.0,25930691.0,11.0,protein_coding,6,25912753.0,25930691.0
ENSG00000112339,4046,HBS1L,2.58450739965423,15.0,protein_coding,6,134960377.0,135103056.0,False,15.0,protein_coding,6,134960377.0,135103056.0,15.0,protein_coding,6,134960377.0,135103056.0
ENSG00000112343,4047,TRIM38,2.4709146478287516,11.0,protein_coding,6,25962801.0,25991231.0,False,11.0,protein_coding,6,25962801.0,25991231.0,11.0,protein_coding,6,25962801.0,25991231.0
ENSG00000112357,4048,PEX7,2.260072827553817,14.0,protein_coding,6,136822563.0,136913934.0,False,14.0,protein_coding,6,136822563.0,136913934.0,14.0,protein_coding,6,136822563.0,136913934.0
ENSG00000112365,4049,ZBTB24,2.15466340521332,6.0,protein_coding,6,109460631.0,109483239.0,True,6.0,protein_coding,6,109460631.0,109483239.0,6.0,protein_coding,6,109460631.0,109483239.0
ENSG00000112367,4050,FIG4,2.6769816524019987,12.0,protein_coding,6,109690608.0,109878098.0,False,12.0,protein_coding,6,109690608.0,109878098.0,12.0,protein_coding,6,109690608.0,109878098.0
ENSG00000112378,4051,PERP,6.855537022794558,12.0,protein_coding,6,138088504.0,138107419.0,False,12.0,protein_coding,6,138088504.0,138107419.0,12.0,protein_coding,6,138088504.0,138107419.0
ENSG00000112379,4052,ARFGEF3,6.78816347703644,9.0,protein_coding,6,138161938.0,138344663.0,False,9.0,protein_coding,6,138161938.0,138344663.0,9.0,protein_coding,6,138161938.0,138344663.0
ENSG00000112394,4053,SLC16A10,4.42029224893761,18.0,protein_coding,6,111087502.0,111231194.0,False,18.0,protein_coding,6,111087502.0,111231194.0,18.0,protein_coding,6,111087502.0,111231194.0
ENSG00000112406,4054,HECA,2.4170107819267135,5.0,protein_coding,6,139135079.0,139180802.0,False,5.0,protein_coding,6,139135079.0,139180802.0,5.0,protein_coding,6,139135079.0,139180802.0
ENSG00000112414,4055,ADGRG6,4.01857879406157,15.0,protein_coding,6,142301853.0,142446266.0,False,15.0,protein_coding,6,142301853.0,142446266.0,15.0,protein_coding,6,142301853.0,142446266.0
ENSG00000112419,4056,PHACTR2,3.455279435500872,15.0,protein_coding,6,143536844.0,143831185.0,False,15.0,protein_coding,6,143536844.0,143831185.0,15.0,protein_coding,6,143536844.0,143831185.0
ENSG00000112425,4057,EPM2A,4.138234197263318,16.0,protein_coding,6,145382534.0,145736023.0,False,16.0,protein_coding,6,145382534.0,145736023.0,16.0,protein_coding,6,145382534.0,145736023.0
ENSG00000112462,4058,OR12D3,1.9109969162944276,8.0,protein_coding,6,29373422.0,29375291.0,False,8.0,protein_coding,6,29373422.0,29375291.0,8.0,protein_coding,6,29373422.0,29375291.0
ENSG00000112473,4059,SLC39A7,1.9004829411021893,19.0,protein_coding,6,33200304.0,33204439.0,False,19.0,protein_coding,6,33200304.0,33204439.0,19.0,protein_coding,6,33200304.0,33204439.0
ENSG00000112474,4060,,2.1033926332458814,,,,,,False,,,,,,,,,,
ENSG00000112486,4061,CCR6,2.831547610630233,18.0,protein_coding,6,167111806.0,167139141.0,False,18.0,protein_coding,6,167111806.0,167139141.0,18.0,protein_coding,6,167111806.0,167139141.0
ENSG00000112494,4062,UNC93A,1.9488581332992567,10.0,protein_coding,6,167271168.0,167316014.0,False,10.0,protein_coding,6,167271168.0,167316014.0,10.0,protein_coding,6,167271168.0,167316014.0
ENSG00000112499,4063,SLC22A2,4.11838814113928,13.0,protein_coding,6,160171060.0,160277638.0,False,13.0,protein_coding,6,160171060.0,160277638.0,13.0,protein_coding,6,160171060.0,160277638.0
ENSG00000112511,4064,PHF1,2.6189997841762116,18.0,protein_coding,6,33410398.0,33416453.0,True,18.0,protein_coding,6,33410398.0,33416453.0,18.0,protein_coding,6,33410398.0,33416453.0
ENSG00000112514,4065,CUTA,3.910088480516347,18.0,protein_coding,6,33416441.0,33418317.0,False,18.0,protein_coding,6,33416441.0,33418317.0,18.0,protein_coding,6,33416441.0,33418317.0
ENSG00000112530,4066,PACRG,6.376871504560732,12.0,protein_coding,6,162727131.0,163315500.0,False,12.0,protein_coding,6,162727131.0,163315500.0,12.0,protein_coding,6,162727131.0,163315500.0
ENSG00000112531,4067,QKI,7.609592997908236,17.0,protein_coding,6,163413999.0,163578592.0,False,17.0,protein_coding,6,163413999.0,163578592.0,17.0,protein_coding,6,163413999.0,163578592.0
ENSG00000112539,4068,C6orf118,4.9015586372594555,15.0,protein_coding,6,165279663.0,165309605.0,False,15.0,protein_coding,6,165279663.0,165309605.0,15.0,protein_coding,6,165279663.0,165309605.0
ENSG00000112541,4069,PDE10A,8.902314929831375,19.0,protein_coding,6,165327286.0,165988117.0,False,19.0,protein_coding,6,165327286.0,165988117.0,19.0,protein_coding,6,165327286.0,165988117.0
ENSG00000112559,4070,MDFI,2.0508870718435492,15.0,protein_coding,6,41636881.0,41654244.0,False,15.0,protein_coding,6,41636881.0,41654244.0,15.0,protein_coding,6,41636881.0,41654244.0
ENSG00000112561,4071,TFEB,2.2189198732456177,19.0,protein_coding,6,41683977.0,41736259.0,True,19.0,protein_coding,6,41683977.0,41736259.0,19.0,protein_coding,6,41683977.0,41736259.0
ENSG00000112562,4072,SMOC2,4.021536162590063,20.0,protein_coding,6,168441150.0,168673445.0,False,20.0,protein_coding,6,168441150.0,168673445.0,20.0,protein_coding,6,168441150.0,168673445.0
ENSG00000112576,4073,CCND3,3.5359020629267053,13.0,protein_coding,6,41934933.0,42050357.0,False,13.0,protein_coding,6,41934933.0,42050357.0,13.0,protein_coding,6,41934933.0,42050357.0
ENSG00000112578,4074,BYSL,1.31878913001224,10.0,protein_coding,6,41921498.0,41933046.0,False,10.0,protein_coding,6,41921498.0,41933046.0,10.0,protein_coding,6,41921498.0,41933046.0
ENSG00000112584,4075,FAM120B,4.636059697439803,14.0,protein_coding,6,170290702.0,170407067.0,False,14.0,protein_coding,6,170290702.0,170407067.0,14.0,protein_coding,6,170290702.0,170407067.0
ENSG00000112592,4076,TBP,2.152536620978376,15.0,protein_coding,6,170554301.0,170572870.0,True,15.0,protein_coding,6,170554301.0,170572870.0,15.0,protein_coding,6,170554301.0,170572870.0
ENSG00000112599,4077,GUCA1B,3.3710808869428233,9.0,protein_coding,6,42183283.0,42194956.0,False,9.0,protein_coding,6,42183283.0,42194956.0,9.0,protein_coding,6,42183283.0,42194956.0
ENSG00000112619,4078,PRPH2,6.908993119575515,8.0,protein_coding,6,42696597.0,42722597.0,False,8.0,protein_coding,6,42696597.0,42722597.0,8.0,protein_coding,6,42696597.0,42722597.0
ENSG00000112624,4079,BICRAL,4.457182421729532,13.0,protein_coding,6,42746957.0,42868558.0,False,13.0,protein_coding,6,42746957.0,42868558.0,13.0,protein_coding,6,42746957.0,42868558.0
ENSG00000112640,4080,PPP2R5D,2.0574650546407556,16.0,protein_coding,6,42984552.0,43012342.0,False,16.0,protein_coding,6,42984552.0,43012342.0,16.0,protein_coding,6,42984552.0,43012342.0
ENSG00000112651,4081,MRPL2,1.7842334432273261,12.0,protein_coding,6,43054028.0,43059438.0,False,12.0,protein_coding,6,43054028.0,43059438.0,12.0,protein_coding,6,43054028.0,43059438.0
ENSG00000112655,4082,PTK7,2.6635199540571133,16.0,protein_coding,6,43076306.0,43161719.0,False,16.0,protein_coding,6,43076306.0,43161719.0,16.0,protein_coding,6,43076306.0,43161719.0
ENSG00000112658,4083,SRF,1.7961706821401835,8.0,protein_coding,6,43171268.0,43181506.0,True,8.0,protein_coding,6,43171268.0,43181506.0,8.0,protein_coding,6,43171268.0,43181506.0
ENSG00000112659,4084,CUL9,2.648430959864888,14.0,protein_coding,6,43182183.0,43224587.0,False,14.0,protein_coding,6,43182183.0,43224587.0,14.0,protein_coding,6,43182183.0,43224587.0
ENSG00000112667,4085,DNPH1,2.3419023602186946,13.0,protein_coding,6,43225628.0,43229481.0,False,13.0,protein_coding,6,43225628.0,43229481.0,13.0,protein_coding,6,43225628.0,43229481.0
ENSG00000112679,4086,DUSP22,2.136280687634855,15.0,protein_coding,6,291629.0,351355.0,False,15.0,protein_coding,6,291629.0,351355.0,15.0,protein_coding,6,291629.0,351355.0
ENSG00000112685,4087,EXOC2,3.605438531637685,14.0,protein_coding,6,485153.0,693139.0,False,14.0,protein_coding,6,485153.0,693139.0,14.0,protein_coding,6,485153.0,693139.0
ENSG00000112695,4088,COX7A2,6.083741130327066,13.0,protein_coding,6,75237674.0,75250323.0,False,13.0,protein_coding,6,75237674.0,75250323.0,13.0,protein_coding,6,75237674.0,75250323.0
ENSG00000112697,4089,TMEM30A,2.630087994703532,17.0,protein_coding,6,75252923.0,75284948.0,False,17.0,protein_coding,6,75252923.0,75284948.0,17.0,protein_coding,6,75252923.0,75284948.0
ENSG00000112699,4090,GMDS,3.9314912203917,11.0,protein_coding,6,1623805.0,2245605.0,False,11.0,protein_coding,6,1623805.0,2245605.0,11.0,protein_coding,6,1623805.0,2245605.0
ENSG00000112701,4091,SENP6,3.8214306813245402,18.0,protein_coding,6,75601508.0,75718281.0,False,18.0,protein_coding,6,75601508.0,75718281.0,18.0,protein_coding,6,75601508.0,75718281.0
ENSG00000112706,4092,IMPG1,9.144564224770868,12.0,protein_coding,6,75921113.0,76072678.0,False,12.0,protein_coding,6,75921113.0,76072678.0,12.0,protein_coding,6,75921113.0,76072678.0
ENSG00000112715,4093,VEGFA,3.2433637430459084,26.0,protein_coding,6,43770183.0,43786487.0,False,26.0,protein_coding,6,43770183.0,43786487.0,26.0,protein_coding,6,43770183.0,43786487.0
ENSG00000112739,4094,PRPF4B,2.793005027688243,17.0,protein_coding,6,4021266.0,4064983.0,False,17.0,protein_coding,6,4021266.0,4064983.0,17.0,protein_coding,6,4021266.0,4064983.0
ENSG00000112742,4095,TTK,1.8425653383777962,10.0,protein_coding,6,80003886.0,80042527.0,False,10.0,protein_coding,6,80003886.0,80042527.0,10.0,protein_coding,6,80003886.0,80042527.0
ENSG00000112759,4096,SLC29A1,1.887039013020587,19.0,protein_coding,6,44219552.0,44234142.0,False,19.0,protein_coding,6,44219552.0,44234142.0,19.0,protein_coding,6,44219552.0,44234142.0
ENSG00000112761,4097,CCN6,2.723038687430366,22.0,protein_coding,6,112054074.0,112069686.0,False,22.0,protein_coding,6,112054074.0,112069686.0,22.0,protein_coding,6,112054074.0,112069686.0
ENSG00000112763,4098,BTN2A1,2.2295410971581426,17.0,protein_coding,6,26457903.0,26476621.0,False,17.0,protein_coding,6,26457903.0,26476621.0,17.0,protein_coding,6,26457903.0,26476621.0
ENSG00000112769,4099,LAMA4,5.577489226174041,20.0,protein_coding,6,112107930.0,112254939.0,False,20.0,protein_coding,6,112107930.0,112254939.0,20.0,protein_coding,6,112107930.0,112254939.0
ENSG00000112773,4100,TENT5A,2.5546951984740414,16.0,protein_coding,6,81491438.0,81752774.0,False,16.0,protein_coding,6,81491438.0,81752774.0,16.0,protein_coding,6,81491438.0,81752774.0
ENSG00000112782,4101,CLIC5,5.501409460465889,19.0,protein_coding,6,45880826.0,46080348.0,False,19.0,protein_coding,6,45880826.0,46080348.0,19.0,protein_coding,6,45880826.0,46080348.0
ENSG00000112787,4102,FBRSL1,2.640647865369285,14.0,protein_coding,12,132489550.0,132585188.0,False,14.0,protein_coding,12,132489550.0,132585188.0,14.0,protein_coding,12,132489550.0,132585188.0
ENSG00000112796,4103,ENPP5,2.81211285405115,10.0,protein_coding,6,46159184.0,46170980.0,False,10.0,protein_coding,6,46159184.0,46170980.0,10.0,protein_coding,6,46159184.0,46170980.0
ENSG00000112799,4104,LY86,2.954885508263309,9.0,protein_coding,6,6588107.0,6654983.0,False,9.0,protein_coding,6,6588107.0,6654983.0,9.0,protein_coding,6,6588107.0,6654983.0
ENSG00000112812,4105,PRSS16,1.2076128375897168,16.0,protein_coding,6,27247700.0,27256624.0,False,16.0,protein_coding,6,27247700.0,27256624.0,16.0,protein_coding,6,27247700.0,27256624.0
ENSG00000112818,4106,MEP1A,3.7467569209131213,11.0,protein_coding,6,46793388.0,46839778.0,False,11.0,protein_coding,6,46793388.0,46839778.0,11.0,protein_coding,6,46793388.0,46839778.0
ENSG00000112837,4107,TBX18,1.5384899163482528,17.0,protein_coding,6,84687350.0,84764598.0,True,17.0,protein_coding,6,84687350.0,84764598.0,17.0,protein_coding,6,84687350.0,84764598.0
ENSG00000112851,4108,ERBIN,3.995807097701424,16.0,protein_coding,5,65883127.0,66082546.0,False,16.0,protein_coding,5,65883127.0,66082546.0,16.0,protein_coding,5,65883127.0,66082546.0
ENSG00000112852,4109,PCDHB2,1.5657552944296622,7.0,protein_coding,5,141094605.0,141098703.0,False,7.0,protein_coding,5,141094605.0,141098703.0,7.0,protein_coding,5,141094605.0,141098703.0
ENSG00000112855,4110,HARS2,1.8743912754642358,17.0,protein_coding,5,140691429.0,140699305.0,False,17.0,protein_coding,5,140691429.0,140699305.0,17.0,protein_coding,5,140691429.0,140699305.0
ENSG00000112874,4111,NUDT12,2.1295646463834714,10.0,protein_coding,5,103548854.0,103562790.0,False,10.0,protein_coding,5,103548854.0,103562790.0,10.0,protein_coding,5,103548854.0,103562790.0
ENSG00000112877,4112,CEP72,1.8875190194390963,8.0,protein_coding,5,612339.0,667168.0,False,8.0,protein_coding,5,612339.0,667168.0,8.0,protein_coding,5,612339.0,667168.0
ENSG00000112893,4113,MAN2A1,4.086246196663422,10.0,protein_coding,5,109689926.0,109869625.0,False,10.0,protein_coding,5,109689926.0,109869625.0,10.0,protein_coding,5,109689926.0,109869625.0
ENSG00000112902,4114,SEMA5A,6.797604347175033,12.0,protein_coding,5,9035032.0,9546075.0,False,12.0,protein_coding,5,9035032.0,9546075.0,12.0,protein_coding,5,9035032.0,9546075.0
ENSG00000112936,4115,C7,12.421657323703815,20.0,protein_coding,5,40909491.0,40984643.0,False,20.0,protein_coding,5,40909491.0,40984643.0,20.0,protein_coding,5,40909491.0,40984643.0
ENSG00000112941,4116,TENT4A,2.9344826623518414,14.0,protein_coding,5,6713431.0,6757044.0,False,14.0,protein_coding,5,6713431.0,6757044.0,14.0,protein_coding,5,6713431.0,6757044.0
ENSG00000112964,4117,GHR,6.547461823279817,14.0,protein_coding,5,42423438.0,42721878.0,False,14.0,protein_coding,5,42423438.0,42721878.0,14.0,protein_coding,5,42423438.0,42721878.0
ENSG00000112972,4118,HMGCS1,4.306573525981593,15.0,protein_coding,5,43287469.0,43313512.0,False,15.0,protein_coding,5,43287469.0,43313512.0,15.0,protein_coding,5,43287469.0,43313512.0
ENSG00000112977,4119,DAP,2.2025560925063963,16.0,protein_coding,5,10679229.0,10761234.0,False,16.0,protein_coding,5,10679229.0,10761234.0,16.0,protein_coding,5,10679229.0,10761234.0
ENSG00000112981,4120,NME5,4.205052183592901,5.0,protein_coding,5,138115174.0,138139443.0,False,5.0,protein_coding,5,138115174.0,138139443.0,5.0,protein_coding,5,138115174.0,138139443.0
ENSG00000112983,4121,BRD8,2.524975279730495,18.0,protein_coding,5,138139769.0,138178953.0,False,18.0,protein_coding,5,138139769.0,138178953.0,18.0,protein_coding,5,138139769.0,138178953.0
ENSG00000112984,4122,KIF20A,1.307374103851394,12.0,protein_coding,5,138178718.0,138187723.0,False,12.0,protein_coding,5,138178718.0,138187723.0,12.0,protein_coding,5,138178718.0,138187723.0
